id_avis,id_restaurant,nom_utilisateur,note_restaurant,date_avis,titre_avis,contenu_avis
570,3,tripatouilleur,3.0,2018-04-05,on a pas limpression dêtre sorti du parking...,"Bon le bâtiment est ce quil est , une réalisation architecturale de très mauvais goût , froid sans vie, sans lumière.... Le restaurant ne dénote pas: déco fade et grise au point quon se demande si on est pas encore dans le parking . La cuisine et le service sont dans le même ton sans vie et sans lumière. Les lustres sont très hauts mais est ce une raison pour ne pas faire la poussière ?"
571,3,Loshang,5.0,2018-03-31,Déjeuner d anniversaire,"Un déjeuner pour un anniversaire , ouvert le dimanche, vue sur le Rhône, architecture superbe, tres bonnes suggestions du jour, l agneau était délicieux. Un bémol pour la panacotta, trop crémeuse...."
572,3,Didier R,5.0,2018-03-30,Très feutré,Très agréablement surpris par une ambiance feutrée malgré le monde et une carte très bien préparé cuisine fine et très agréable à recommander si vous allez visiter le musée
573,3,Stefy,5.0,2018-03-25,Superbe découverte,"En week-end à Lyon , nous avons réservé ce restaurant pour dîné car un amis nous la conseillé. Une superbe decouverte !!!! Tout est excellent , les prix ne sont pas du tous élevés. Un mélange de saveurs de lentrée au dessert 😻 Je le conseille vraiment."
574,3,AgatheF,4.0,2018-03-23,Dîner gastronomique en famille,"Nous avons apprécié la variété de la carte, les plats ont été très bien présentés. Le rapport qualité prix semble être juste mais le service nétait pas à la hauteur des plats. Le lieu et la localisation ont rendu ce dîner très agréable ! Je recommande"
575,3,Thierry L,3.0,2018-03-17,Long très long,Nous sommes allés à ce restaurant lors dune visite du musée. Je suis déjà allé 2 fois chez Guy Lassausaie à Chasselay et jaime. Mais quelle déception: les plats sont sans reliefs et surtout le service est froid et sans aucun sourire. Ajoutez à cela que pour un plat et un dessert il nous a fallu 2h30. Avec un enfant de 6 ans cest long. Je déconseille fortement pour les familles. Pour ma part jai pris un tartare de bœuf à 25 euros: il était nettement moins bon que dans beaucoup de petits restaurants à Lyon pour seulement 15 euros. Bilan: Lassausaie na pas réussis sa brasserie.
576,3,Philippe B,3.0,2018-03-17,"Brasserie oui, gastronomique, non .....","Si le positionnement avait été celui dune brasserie de musée classique nous ne serions pas déçus. Nous aurions juste trouvé laddition chère. Mais pour un brasserie qui se positionne sur le créneau gastronomique avec un nom dun chef à 2 étoiles, nous nous attendions à mieux ! Nous sommes globalement déçus. Nous avons réservé un samedi midi. Il faut éviter les jours daffluence car visiblement la cuisine a du mal à suivre. Résultat, un service long voir très long et un plat bien maîtrisé pour la cuisson des ris de veau mais accompagné de gnocchis froids ou à peine tiède. Preuve que en cuisine cest la panique ! Cest dommage. De plus, La salle est un peu bruyante."
577,3,piee_jd,4.0,2018-03-09,Bien mais,Le parking très bien une belle carte (même si les prix sont un peu surfait) Nous avions choisi le menu vins inclus nous navons pas été déçu. Mention spéciale pour les ris de veaux: délicieux !!!! Le service correct Le petit bémol... la disposition des tables qui noffrent aucune intimité
578,3,Cécile M,5.0,2018-03-09,Anniversaire au top,"Pour fêter notre anniversaire, nous avons testé la brasserie à loccasion dune smartbox. Rien à redire tout était top ! Lumière tamisée et vraiment pas grand monde donc le calme parfait un mercredi soir ! Mets raffinés et portions très bien !"
579,3,Laura D,3.0,2018-03-04,Très déçus !,"Cétait la troisième fois que nous nous rendions dans ce restaurant. Les deux premières étaient très réussies tant sur le plan du service que des plats. Cest donc avec confiance que nous avions réservé à loccasion de la venue de membres de la famille à qui nous voulions offrir un repas de qualité dans un cadre emblématique de LYON. Nous avons opté (comme les 2 premières fois) pour le menu, qui simpose à toute la table. Nous navons pas retrouvé lors de ce diner les qualités que nous avions vantées précédemment auprès de notre entourage : Le service fut exceptionnellement long (+ dune 1/2 heure entre le 2ème et le 3ème plat) et peu professionnel : Un de nos convives a été plusieurs fois légèrement bousculé par derrière,le service du vin a été mauvais, le tout sans aucun sourire et régulièrement ponctué de ce fameux (et désastreux) ça a été ? Loriginalité des plats et leur saveur nétaient pas non plus au rendez-vous. Bref une soirée plutôt ratée."
580,3,benav38,4.0,2018-03-03,Confluence 2018,Un cadre agreable de nuit avec les lumières tamisées du musée. Un menu équilibré qui offre des saveurs intéressantes dans lassiette.
581,3,Naël M,4.0,2018-03-03,Cher mais très bon,Service presque impeccable et nourriture excellente. Magret de canard ultra fondant et dune rare qualité. Cependant malgré la qualité sen sortir pour 80€ pou 2 me paraît excessif vis à vis de la quantité. Ça manque de générosité et cest bien le seul petit point négatif
582,3,vati6,4.0,2018-03-03,Chargé le samedi,"Toujours gastronomique tant dans le repas que dans les vins proposés, avec un service à table très à la hauteur de la réputation. Bref un bien bel endroit, original, dans le musée de la confluence. Les prix vont de paire aussi, bien sûr. Reste que le service fut vraiment long ce samedi. Prudent darriver tôt si vous voulez visiter le musée ensuite."
583,3,anne c,3.0,2018-03-03,Dîner en famille,Le service familier genre maison de retraite » et quest ce quon prend pour dîner ? » nous a exaspéré. Mais le dîner était bon. Le cadre est un peu froid et lorganisation spatiale devrait être améliorée.
584,3,monik c,4.0,2018-03-02,"arrivé sans réservation juste à midi, juste quelques places libres","que cest bien une brasserie au pied du musée. les tarifs avaient été annoncés très chers mais nous avons été fort agréablement surpris du tarif intermédiaire demandé et surtout de la qualité de ce qui était dans notre assiette. belle présentation et le gout délicieux. le menu enfant à 15 euros était bien différent de celui proposé souvent, ravioles, mini croque monsieur au saumon et dessert , rien nest rexté dans aucune des assiettes. Bar et polenta délicieuses et dessert du jour aux framboises savoureux. comme me la dit mon petit fils: on y retournera?"
585,3,Loïc C,3.0,2018-03-01,Avis mitigé - peut-être pas le style de cuisine que jattendais,"Je pense y retourner pour me faire une deuxième idée. Nous avions pris le menu découverte. Un peu déçu par le style de cuisine, notamment parce que japprécie la cuisine de G. Lassausaie et les pâtisseries de JM Pignol. Les Saint-Jacques avec une soupe paysanne étaient vraiment très bonnes. Les autres plats restent classiques sans être parfaits. Les vins choisis en accompagnement des plats et proposés dans le menu étaient très bons. Le service est un peu distant. Le cadre est très agréable et original."
586,3,Marie_Julien_69,4.0,2018-02-27,Dîner danniversaire,"Nous sommes venus un samedi soir pour fêter un anniversaire. Nous avons apprécié les plats, des classiques revisités avec une pointe doriginalité : polenta façon paella par exemple et le rapport qualité prix : entrée de 10 à 20 €, plats de 20 à 30 € et desserts à moins de 10 €. Laccueil est cependant à revoir : pas de bonsoir lorsquon arrive, la personne qui nous place est déjà repartie lorsque nous arrivons à notre table, on ne nous propose pas de vestiaire alors quil y en a un et que les serveurs passent leur temps à ramasser les vestes des clients qui tombent de leurs chaises... Heureusement que la personne qui prend les commandes est très sympathique et attentionnée. Nous reviendrons mais pas pour une occasion spéciale comme un anniversaire... Petit plus : le parking privé. Petit moins : les toilettes mixtes avec des cloisons qui ne touchent ni le sol ni le plafond, pas top niveau intimité..."
587,3,manou78800,3.0,2018-02-27,Deception,La carte nous a énormément attirés mais malheureusement la réalité ne suit pas. Déception au niveau de la nourriture mais également un service beaucoup trop lent pour un midi. 1h30 pour entrée et plat. Dommage!
588,3,titiop1,5.0,2018-02-25,Sortie le dimanche,Sortie ce dimanche au musée des confluences les enfants ont adoré cest très ludique et largement abordable à faire absolument
589,3,Matpat,4.0,2018-02-25,Belle découverte,"Très bon repas et cadre très sympa dans le musée. Belle mise en lumière du lieu. Assiettes gourmandes, mention spéciale pour la polenta crémeuse, un vrai délice !"
590,3,Camille E,4.0,2018-02-23,Très serviable,"Nous avons téléphoné tardivement pour réserver une table. Laccueil a été très chaleureux. Nous avons précisé que nous étions avec une poussette et avons eu une table en conséquence, ce que japprécie beaucoup. La carte est abordable et les mets délicieux. Poissons très bien cuisinés. Vue très agréable sur le Rhône ! Je le conseille!"
591,3,Charlotte F,5.0,2018-02-20,Une merveille de restaurant !,"Vivant à Lyon depuis plusieurs années, je navais encore jamais eu loccasion de fréquenter cet établissement. Mais comment ai-je pu vivre toutes ces années dans lignorance? Pour commencer, le service est très agréable, professionnel et discret. Ensuite, le lieu est très joli, sorte de pyramide en verre au bord de leau, rien à dire. Et le meilleur pour la fin, les plats. Dune qualité irréprochable, ils sont travaillés autant visuellement que gustativement. Une explosion de saveur en bouche, pour des prix tout à fait raisonnable (le gros menu est à 53€, avec le vin). Je ne peux évidemment que recommander, les yeux fermés."
592,3,miche m,5.0,2018-02-20,JOYEUX ANNIVERSAIRE,"Repas excellent, personnel professionnel avec une tenue très classe mieux que la responsable du restaurant; personnel agréable pendant tout le service, aux petits soins pour les clients. Très bonne ambiance, on se sent à laise, tables face au bassin avec grande banquette confortable."
593,3,smallest2013,4.0,2018-02-18,La brasserie not cheap!!!,"Exceptionnel de bien déjeuner dans un restaurant de musée!! Dans cette brasserie vous dégusterez un excellent paté en croute, un cabillaud aux petits légumes très gouteux, un opéra au café , bref un vrai repas gastronomique sans vous ruiner. Noublier pas de réserver affluence oblige les week-end."
594,3,physalie,5.0,2018-02-18,"Belle découverte, excellent repas !","Entre deux expos, nhesitez pas à venir vous restaurer ici : architecture béton acier, avec de belles vues sur la confluence. Les plats sont originaux, délicieux, copieux egalement ; les serveurs attentifs et discrets. Vraiment une bonne adresse !"
595,4,625marinette,4.0,2024-12-21,La poésie des plats,"Beaucoup de poésie dans la presentation et le lieu. J ai trouvé certains plats en desequilibre des saveurs, avec des notes fortes qui prenaient le pas sur tout un ensemble de saveurs, mais une tres belle experience, pour nous 3"
596,4,Alexandre D,5.0,2024-12-16,Magie au rendez vous ✨,"Un déjeuner dexception, une véritable parenthèse hors du temps ! Nous avons choisi le menu en 6 services, et chaque plat était un enchantement pour les papilles. Les saveurs, la créativité et la présentation étaient au rendez-vous, un véritable sans-faute. Le service était absolument parfait : attentionné, discret et dune grande élégance. Nous avons eu limpression dêtre chouchoutés avec justesse, sans jamais que cela devienne envahissant. Bien que le chef Tête dOie nait pas été présent ce midi-là, le chef Carlier a brillamment orchestré les cuisines et livré une prestation irréprochable. Un grand merci à toute léquipe, du sommelier au maître dhôtel, sans oublier laccueil, pour leur professionnalisme et leur bienveillance. Ce fut un déjeuner magique, et peut-être aurez-vous la chance, comme nous, de croiser la petite mascotte Oseille 🐾, qui ajoute une touche adorable à ce lieu déjà exceptionnel. Nous repartons conquis et impatients de revenir !"
597,4,Delphine B,2.0,2024-12-06,Décevant,"Rien d exceptionnel pour 1 étoile , nous avons pris le menu 6 plats le premier plat était très bon et les 5 autres ça empire . Le service est médiocre nous avons réclamer de l eau tout au long du repas , le sommelier sers le vin sans un bonjour et ne fais pas goûter le vin c est servi et faut boire , il ma verser du vin sur mon téléphone pas d excuse ….. la pagaille au niveau des serveurs ils n ont pas le savoir faire pour le service . Restaurant bruyant et le cher mr têtedoie est passer à une table où il avait des amis et même pas un bonsoir aux autres tables . Si pas d amélioration je doute qu il garde son étoile . Pour notre part nous n y retournerons pas"
598,4,BrunoJLB,4.0,2024-11-27,"Belle découverte, belle expérience !","Emplacement idéal, une très belle vue sur toute la ville. Décoration contemporaine, très réussie. Produits, cuisine, présentation, accompagnements, vins, qualité, quantité, tout est parfait. MAIS...le service doit être amélioré...coordination, attente et SURTOUT, tous les serveurs et serveuses portent les assiettes avec le pouce à lintérieur...une erreur dune première année décole hôtelière à corriger très vite !!!"
599,4,Grands A,4.0,2024-11-19,Vue magnifique sur Lyon,"Nous avons très bien déjeuner avec une très belle vue sur Lyon. Rien à dire sur la qualité et la quantité des mets étant précisé que nous avons pris le menu en 6 services. Seul bémol : le service sest dégradé à la fin du repas. Pas de mignardises avec le café : il a fallu que je les réclame. Idem pour la surprise pour lanniversaire de lun des participants alors que les autres tables concernées aussi par un anniversaire, lavaient eue avec le café. Pas de proposition de prendre le café au salon. Pourtant nous nétions pas la dernière table du restaurant ! Dommage"
600,4,tif s,5.0,2024-11-18,Beau resto,Endroit parfait pour passe une agréable soirée Personnel à lécoute de la clientèle et très serviable Nourriture savoureuse
601,4,Bua F,3.0,2024-11-16,Trop dommage !,"Nous adorions ce restaurant , fidèles depuis de nombreuses années nous avons voulu y retourner en famille. Le cadre toujours aussi splendide , mais le service na pas été à la hauteur . Des réponses assez sèches de la part du personnel, on vous enlève lassiette alors que tout le monde na pas fini. Le plat signature de la maison nous a été servi à peine chaud …. On a limpression de gêner et de vous expédier au plus vite ! Quelle déception!"
602,4,Laurent G,5.0,2024-11-16,Simplement génial,Tout est parfait de laccueil aux différentes dégustations. Lattention du personnel est à souligner. La qualité des plats nest plus à mentionner. Bravo pour cet excellent passé dans votre établissement.
603,4,finegueule01,3.0,2024-11-01,Décevant,"Pas à la hauteur d un étoilé, je trouve. Je pense que l on paie avant tout la vue imprenable sur la ville de Lyon plutôt que le contenu des assiettes. Le service nest pas à la hauteur malgré la gentillesse des serveurs. Nombreux couacs. Je ne reviendrai pas."
604,4,Valérie V,3.0,2024-10-27,Déçue …,"Jai été déçue dans lensemble. On nous a changé un des plats du menu dégustation sans nous avertir au départ . Les saint jacques étaient trop cuites . La cuisine est bonne mais pour moi nest pas à la hauteur dun étoilé, tout comme le service."
605,4,SCORPIONROUGE,3.0,2024-10-18,"Bof , sans plus ! !","Que dire ! Un peu déçu . Restaurant intérieur déco à revoir , sans cachet , cest assez fade ! vue panoramique sur la ville de Lyon sympa ! Cuisine : service efficace , entrée très bon , jai adorer la sauce , plat principal ( Sandre ) un peu fade , Dessert : bon mais sans plus , le sorbet cerise nen avait que le nom . nettement meilleur chez Mr Paul Bocuse et au moins ça à du goût ! je ne pense pas que jy retournerai . après chacun ces goûts !"
606,4,Dominique A,3.0,2024-10-05,Très décevant,"Très décevant pour un étoilé. Service désorganisé et peu chaleureux. Nous avons eu un ballet dassiette desservies aes autres tables sur des plateaux autour de nous pendant tout le repas. Malgré ma demande de correction de ce désagrément de vision dassiettes sales autour de moi, rien na été fait et le chef de salle ma informé quil navait pas d autres lieu pour mettre les assiettes desservies... (avez vous penser à les apporter jusquen cuisine ?). Le repas nétait pas à la hauteur des menus affichés sur les sites, peu soriginilates de lentrée au dessert et pour couronner le tout nous avons été malades toute laprès midi, je pense quil a y a du avoir un pb en cuisine. Jai fait de très nombreux étoiles et à part la vue je préfère dautres restaurants étoiles où pas sur Lyon. Désolée pour cet avis mais quand un client vous informe dun problème, votre objectif premier étant sa satisfaction vous auriez dû y apporter attention."
607,4,vincent s,5.0,2024-09-25,Ma cantine lyonnaise,Accueil très professionnels Personnels au petit soin Une cuisine raffinée Une belle carte des vins Une vue à couper le souffle
608,4,chanlair,4.0,2024-09-23,Pas au top niveau,"Bien accueilli dans cet établissement de belle facture avec une vue à couper le souffle. Ça commence avec lapéritif au champagne, nous sommes obligés de réclamer un second passage pour nos clients…. Les entrées et amuse bouches excellents et très bien travaillés. Distorsion dans le service, nous ne sommes pas servis en même temps, les mets sont de qualité mais manque un peu de quantité. Cassolette de pomme de terres arrivée en retard. Suivi du vin aléatoire, enfin je trouve un peu brouillon pour ce niveau de standing… Jy reviendrais avec pour une deuxième chance."
609,4,Romalel,5.0,2024-09-23,Grandiose,"Un moment inoubliable ! Les plats étaient tout simplement magnifiques, tant par leur présentation que par leurs saveurs. Chaque bouchée était un véritable délice, et laccord mets-vins était parfaitement maîtrisé. Le service était à la hauteur de la réputation de létablissement, attentionné et professionnel tout au long du repas. Nous avons même eu la chance de recevoir la visite du chef M. Tetedoie, un vrai privilège qui a rendu lexpérience encore plus spéciale. Le seul petit bémol de la soirée fut le café pris sur le toit à la demande insistante du serveur, alors quil faisait vraiment très froid. Cela a un peu terni la fin dun repas parfait, mais cela reste un détail par rapport à lensemble de la prestation. Un grand merci pour cette expérience culinaire exceptionnelle !"
610,5,Mag,5.0,2024-12-08,Je recommande,"Une belle découverte, les plats sont tous très bons, certains plus épicé que dautres Le personnel est très attentionné Merci pour ce bon moment"
611,5,lola G,5.0,2024-11-26,parfait,"Nourriture de qualité, service parfait. Le même chef cuisinier et patron depuis des années une vraie institution pour moi."
612,5,Yannick D,5.0,2024-11-09,Un BBQ coréen magnifique,"Cuisine coréenne savoureuse dans un cadre très agréable. Ce fut la découverte du barbecue coréen, avec boeuf mariné : vraiment très bon. Le service est parfait."
613,5,sherlockissime,4.0,2024-07-04,Bonne adresse,"Joli lieu, petite terrasse, service très sympa. Cest bon. Nous avons pris le BBQ coréen, la viande tendre...mais tendre... Prix moyen. A deux, avec 2 verres de vin et petits desserts, 90e."
614,5,Noémie,5.0,2024-06-22,Excellent,Excellent restaurant layant été recommandé par des amis. Nous avons pris le menu bulgogi et la viande était excellente et les quantités généreuse !
615,5,baban12,4.0,2024-05-22,Très beau et très bon mais un peu cher,"Si vous aimez la cuisine asiatique, cest sans aucun doute un endroit où vous et vos papilles passerez un très bon moment dans un très joli cadre. Par contre laddition peut vite monter, cest donc pour le rapport qualité prix que nous navons mis que 4 étoiles."
616,5,Louise L,2.0,2024-04-28,"Expérience décevante, je ne reviendrai pas","Jétais très contente de découvrir ce resto, au vu des commentaires positifs. Mais nous avons été rapidement déçu... Nous avons pris le bbq à deux pour 70 euros. La quantité nest pas au rendez vous, et surtout pour de la cuisine coréenne cest vraiment fade. Nous avions de petits condiments a ajouter, mais il y en avait très peu et puis ce napportait pas de goût supplémentaire. Le bouillon du bbq devient caramélisé seulement à la fin, car aucune sauce nest préparé en amont pour avoir ce côté caramélisé ( une marinade déjà caramélisé par ex) . Cest dommage. De plus on ne nous explique pratiquement rien à propos des plats. Les serveuses sont assez froides, et on est vite débarrassé dès quon a fini. Nous sommes sortis assez mal à laise de cet endroit... sortir avec encore un peu la faim, cest quand même étrange pour un repas à 35 euros par personne"
617,5,Enahpets Y,4.0,2024-03-23,BBQ A TESTER,"Excellent restaurant coréen dans le cœur de Lyon. Accueil et service conviviaux. Carte avec beaucoup de choix. Le BBQ est à essayer, les raviolis servis avec sont excellents. À faire sans hésitation."
618,5,YVES DB,4.0,2024-03-20,BBQ très bon,Cest très bon même si je trouve que cest un peu trop salé. Jaurais aimé que lon nous explique un peu les plats. Le bbq est très copieux 70€à 2. Le personnel est très serviable est compétant. Cest un bon restaurant.
619,5,seb0469,5.0,2024-03-15,Y aller les yeux fermés,Un délicieux déjeuner au Gangnam. Une bonne adresse. Limonade au cidre excellent. Une bière Legé avec de lorge. Ravioli aux légumes en entrée un peu chaud mais délicieux. En plat divin saumon teriyaki avec carottes courgettes champignons dans une sauce soja sucré un mariage étonnamment délicieux. Pour finir un dessert de mochi glacé miel amande et litchi. 😋😋 A tomber par terre. Après une déjeuner pareil une bonne balade car oui tu es repu en sortant de table.
620,5,Robert A,5.0,2024-01-24,Toujours aussi bon,Chaque fois que je viens à Lyon je mange au moins une fois dans ce restaurant : accueil au top produits frais … dépaysement garanti
621,5,Barbalou,1.0,2023-09-12,Très déçu,"Diner entre amis à 4. Tout le monde a été déçu...Pour ma part jai pris un plat qui se résumait à trois dés de porc dans un bouillon sans aucune saveur ! Pour plus de 20€ ... Jai remangé chez moi après le restaurant. Mes amis ont pris des sushis en entrée sans aucun intérêt (peu appétissants, fraicheur moyenne). Nous nous sommes permis, ce qui est extrêmement rare en ce qui me concerne (en moyenne 3 restaurants par semaine), dinterpeller le serveur qui est allé voir les cuisines et qui nous a dit que tout était normal... Un comble ! Une adresse à fuir absolument en ce qui me concerne !!!!"
622,5,goeland,5.0,2023-08-08,Un très bon resto coréen,"Tout simplement bon et de qualité, attention ce nest pas grand il est préférable de réserver. Service sympa et rapide."
623,5,stefany,5.0,2023-07-15,Très bien !,"Excellente cuisine, ambiance sympathique et agréable, service sympathique et bon rapport qualité prix ! Une très bonne adresse !"
624,5,lcx69,5.0,2023-04-29,Incontournable,"Un incontournable. Notre table coréenne favorite. Très bonne qualité, plein de découvertes et un bel accueil. Merci à toute léquipe. Hâte dy retourner"
625,5,Delphine A,5.0,2023-03-04,Super barbecue coréen,Super formule avec le barbecue coréen. Les produits sont dexcellentes qualités. Petit bonus: pour des petits groupes je vous conseille de demander lors de la réservation les tables du fond. Pour un repas dans un cadre plus authentique
626,5,Leanie69,5.0,2023-02-25,A ne pas manquer,"Nous avons choisi le bulgogi avec mes enfants. Cest une fondue coréenne très saine (chiffonnades de boeuf, lamelles de champignons et oignons émincés marinés dans une sauce soja et de lhuile de sésame) arrosé du jus de cuisson démarré avec un fond deau. Le résultat est incroyable! Nombreux accompagnements avec notamment du riz aux légumes délicieux. Les plats commandés par les autres convives étaient tout aussi goûteux. Le personnel est très agréable."
627,5,Annakim2006,5.0,2023-02-11,Le meilleur coréen/japonais de Lyon,Le top de la cuisine asiatique coréenne et japonaise. Tout est delicieux et authentique. Service et décor sympathique.
628,5,Raph R,5.0,2023-02-06,Très bon moment,"Super moment en famille. Laccueil est très chaleureux, tout comme la décoration. Les plats sont géniaux entre les entrées, le barbecue animé par un super serveur et les mochis glacés juste merveilleux. Voyage en Corée et au Japon, allez y les yeux fermés m !!"
629,5,Ben Q,5.0,2022-10-29,Le meilleur bulgogi de Lyon,Cela faisait longtemps que je nous nétions pas retourné avec mon fils dans ce restaurant Laccueil est toujours aussi gentil et le service prévenant Jai fait tout les restaurants coréens de Lyon et cest ici que vous trouverez le meilleur bulgogi de Lyon ! Le menu est chère mais cest le prix de la qualité : Les Raviolis au légumessont petits mais pour moi aussi ce sont les meilleurs aussi Le kimchi est très bon et goûteux Nous avons passé un excellent moment de gourmandise Et nous reviendrons avec toujours autant de plaisir
630,5,Joanne L,5.0,2022-09-15,Délicieux!,"Voila un restaurant qui vaut le détour. Accueil sympathique et chaleureux. Toute était délicieux, vraiment!"
631,5,xavierg934,5.0,2022-08-25,un régal,"nous avons testé ce restaurant et nous y retournerons , car nous nous sommes régalés. l equipe est de plus tres sympa"
632,5,LaFamille G,5.0,2022-07-29,AR Seoul sans avion ni passeport,Nous sommes une famille coréenne et nous avons pu faire un rapide allé retour à Seoul chez Gangnam. Merci pour votre accueil et vos plats qui sont encore au goût des traditions culinaires. Nous avons pris place au fond du restaurant et nous étions assis comme au pays.. Le KimChi est frais et fait maison. En effet le restaurant propose aussi des plats japonais et il ny a pas de fusion içi seulement des traditions.
633,5,caro,5.0,2022-07-28,Une excellente adresse pour des spécialités japonaises et coréennes,"Ce restaurant est un petit bijou.. la décoration est douce et apaisante, la carte propose des plas coréens et japonais, des bières mais aussi du bon vin de Bourgogne ou de la région.. le restaurant dispose d une petite terrasse. La spécialité est le bbq, mais les sushis, makis et autres raviolis fris accompagnent les autres plats traditionnels. Tout est parfait et le prix très correct!"
634,5,philiroux,5.0,2022-06-10,Super restaurant,Très bon restaurant les plats étaient délicieux service au top nous avons passé un très bon moment. Pensez à réserver car restaurant très prisé.
635,5,Laura,5.0,2022-05-28,Excellent,Très bon. Acceuil sympa et déco très cosy. La carte est vraiment sympa et les plats sont excellents. Produits frais et de qualité. Un très bon restaurant qualitatif et original.
636,5,lcx69,5.0,2022-05-20,Toujours aussi bon,Un incontournable pour ce restaurant coréen qui allie bon plats et sympathie. Attention cest souvent plein et il vaut mieux réserver à lavance si vous souhaiter y prendre une table.
637,5,JACQUES B,2.0,2022-04-11,2 eme visite mais déçu .,"Second visite dans ce beau restaurant. Bon accueil , bon service. Le ragout de kimchi au porc N était pas bon Quelques tranches de porc dans un bouillon avec une acidité de tomate ! Le kimchi servi à côté était trop frais , aucune fermentation. Une galette au fruits de mer sans aucun intérêt. Les vins très jeunes et chers . Je mange coréens à paris mais il n y a rien à voir avec mes adresses . Un gros effort d authenticité à faire ."
638,5,lcx69,5.0,2022-03-28,Valeur sûre.,Comme dhabitude ce qui y est servi est délicieux et le service très sympathique. Cest une valeur sure dans ce quartier.
639,5,Leonore,5.0,2022-01-13,Belle experience,Très bon acceuil. Nourriture fraiche et gouteuse; mon bibimbap au poulet etait tres bon. Cadre intimiste et sobre. Une belle expérience. Je reviendrai
640,5,Nono,5.0,2022-01-06,Première fois très réussie,"Première fois pour nous où nous mangions coréen, ce fut un régal, très bonne cuisine, très joli cadre, personnel très accueillant, très gentil et de très bon conseil."
641,5,Tomy1995,5.0,2021-12-20,Excellente adresse de cuisine coréenne,"Gyoza très bon mais surtout un poulet frit à la coréenne totalement succulent. Je recommande de prendre du riz pour accompagner le poulet frit. Très jolie présentation en assiette, délicieux. Très jolie cadre, équipe aimable et agréable. Je recommande totalement."
642,5,magali,5.0,2021-12-14,Délicieux,"Jai tout aimé : le service, le cadre et surtout la qualité de la cuisine. Lensemble est élégant et délicieux !"
643,5,db07,5.0,2021-11-12,Très bon restaurant !,"Restaurant très qualitatif. Ambiance sympa , et repas varié de différents aliments. Vraiment très bon , on sest régalé je recommande !"
644,5,Blacktoy C,5.0,2021-11-12,GangNam style jadore,Excellent et cadre + service au top Une belle découverte de lAsie à Lyon A découvrir par vous meme vous ne serez pas déçu !!
645,5,weedman,5.0,2021-10-18,Excellente cuisine coréenne,Cest un restaurant super luxueux avec un personnel très soigné La nourriture est excellente Restaurant très calme je compte y retourner !
646,5,Sophiane,3.0,2021-09-18,Un peu déçu par le Gul Jeol Pan et laddition !,Pour la deuxième ou troisième fois globalement le repas fut bon mais un peu déçu par le plat cité. La prochaine fois nous essayerons un autre restaurant coréen car laddition fut un peu salée.
647,5,Aurélia C,5.0,2021-08-17,Excellent,Excellent resto Barbecue coréen super bon Prix un peu élevé mais cest à faire car cest vriament excellent
648,5,Fred E,3.0,2021-08-06,"À faire une fois, ça suffit","Cuisine coréenne, bon accueil, service agréable. Plats originaux mais peu garnis en viande. Du coup Tarif quelque peu élevé"
649,5,ameliiieee,5.0,2021-07-24,Parfait,Très bon plats on sest régalés du début à la fin Le service est parfait Je recommande à 100% Xxxxxxxxxxxxxxxxxxx xxxxxx
650,5,lcx69,5.0,2021-07-05,Toujours aussi bien !!,"1er restaurant après le confinement et rien na changé. Toujours le même plaisir à manger ces bons petits plats, toujours ce fabuleux accueil, toujours cette ambiance feutrée. Toujours aussi couru également… difficile dy accéder sans réserver: ce qui est plutôt bon signe. Bref allez y sans hésiter"
651,5,Lequipiere,5.0,2020-10-15,Repas sans sushis !,"Repas sans sushis, on a pris des makis ! Plus sérieusement, le diner était excellent ! Un bibimpap végétarien et du porc grillé, accompagnés dune multitude de condiments, je vous laisse la bonne surprise. Le cadre est chaleureux et le service irréprochable. Je recommande ce voyage culinaire jusquen Corée sans bouger les pieds."
652,5,ceciloo87,5.0,2020-09-21,Belle découverte de la cuisine coréenne !,"Nous avons passé un très bon moment à Gang Nam. Tout était top : la cuisine délicieuse, le cadre agréable, le service discret et attentif."
653,5,Aymeric,5.0,2020-09-13,Cosi et délicieux !,"Lendroit est très bien décoré et entretenu. Une ambiance moderne, chaleureuse et zen. Les plats sont délicieux (original le bibimbap servi avec le barbecue). Si vous voulez decouvrir de la cuisine coréenne, arrêtez vous dans ce lieu charmant. Le personnel accueillant. A ne pas zapper !"
654,5,Boulie,4.0,2020-09-05,Bonne découverte,"Le service et très bien ,et personnel sympa ! Le cadre est agréable pour un rdv , et des plats bon et dépaysant."
655,5,Kirby8705,5.0,2020-09-05,Excellent,Le service était impeccable ! Le lieu est romantique jolie et classe ! La nourriture fut excellente ! Je recommande a 300% cétait super je reviendrait sans aucune hésitation .
656,5,Melizg8,5.0,2020-08-24,Voyage en Corée garanti! Plat,"Voyage en Corée garanti! Plat typique , sushi excellent ! Vraiment un excellent resto ! La cuisine est raffinée et le personnel extra , la deco est magnifique ! Vous ne serez pas déçu !"
657,5,mathieup6769,4.0,2020-08-21,Super repas,"Le repas était très bon mais il ne faut pas être pressé, on a du attendre un moment pour quon vienne prendre notre commande (groupe de 3 personnes)"
658,5,Tom,5.0,2020-08-20,Excellent rapport qualité prix,"Rien à redire, tout était très bien. Bon rapport qualité prix, on y mange très bien, service compétent"
659,5,Frank A,5.0,2020-08-09,Un délice,Excellente carte ! Vous ne serez pas déçu. Personnel très aimable et accueillant. Plusieurs visites et aucune déception
